Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3,
80tal,Vad hette den amerikanska operationen som stödde mujahidinerna?,Operation Cyclone,Operation Enduring Freedom,Operation Anaconda,Operation Red Wings,
80tal,Vad hette operationen när Israel invaderade Libanon?,Operation Peace for Galilee,Operation Grapes of Wrath,Operation Defensive Shield,Operation Cast Lead,
80tal,Vad hette operationen när USA invaderade Grenada?,Operation Urgent Fury,Operation Desert Storm,Operation Just Cause,Operation Enduring Freedom,
80tal,Vad hette hotellet i The Shining?,Overlook Hotel,Stanley Hotel,Grand Hotel,Plaza Hotel,
80tal,Vem var Sydafrikas president under 80-talet?,P.W. Botha,F.W. de Klerk,John Vorster,B.J. Vorster,
80tal,Vilket videospel blev en stor succé 1980?,Pac-Man,Space Invaders,Asteroids,Centipede,
80tal,Vad hette skolan i Real Genius?,Pacific Tech,MIT,Caltech,Stanford,
80tal,Vem mördades i Sabra och Shatila-massakern?,Palestinier,Libanoner,Syrier,Israeler,
80tal,Vilket flygbolag drabbades av Lockerbie-bombningen?,Pan Am,TWA,British Airways,Lufthansa,
80tal,"Vem sjöng ""Love Is a Battlefield""?",Pat Benatar,Joan Jett,Heart,Blondie,
80tal,Vem spelade huvudrollen i Dirty Dancing?,Patrick Swayze,John Travolta,Kevin Bacon,Tom Cruise,
80tal,Vad hette Depeche Modes genombrott från 1984?,People Are People,Master and Servant,Some Great Reward,Everything Counts,
80tal,Vad hette Bill Murrays karaktär i Ghostbusters?,Peter Venkman,Ray Stantz,Egon Spengler,Winston Zeddemore,
80tal,Vem kapade Achille Lauro?,PLF,PLO,PFLP,Hamas,
80tal,Vad hette serien om en kvinna som reste i tiden?,Quantum Leap,The Time Tunnel,Voyagers!,Time Trax,
80tal,"Vilket band sjöng ""Don't Stop Me Now""?",Queen,Journey,Foreigner,Boston,
80tal,Vem efterträdde Indira Gandhi?,Rajiv Gandhi,Morarji Desai,Charan Singh,V.P. Singh,
80tal,Vad hette Ronald Reagans ekonomiska politik?,Reaganomics,Trickle-down,Supply-side,Free market,
80tal,Vad hette Eddie Murphys karaktär i 48 Hrs.?,Reggie Hammond,Axel Foley,Billy Ray Valentine,Sherman Klump,
80tal,Vem spelade MacGyver?,Richard Dean Anderson,Tom Selleck,Don Johnson,Pierce Brosnan,
80tal,Vad hette Harrison Fords karaktär i Blade Runner?,Rick Deckard,Han Solo,Indiana Jones,Jack Ryan,
80tal,Vem regisserade Blade Runner?,Ridley Scott,James Cameron,George Lucas,Steven Spielberg,
80tal,Vem var gift med Natalie Wood när hon dog?,Robert Wagner,Warren Beatty,James Dean,Dennis Hopper,
80tal,"Vilken film lanserade ""Eye of the Tiger""?",Rocky III,Rocky IV,Top Gun,Flashdance,
80tal,Vem var USA:s president större delen av 80-talet?,Ronald Reagan,Jimmy Carter,George Bush,Gerald Ford,
80tal,Vem spelade Roseanne?,Roseanne Barr,Rosie O'Donnell,Bette Midler,Whoopi Goldberg,
80tal,Vad hette den populära leksaken som var en färgglad kub?,Rubiks kub,Magic Cube,Color Cube,Puzzle Cube,
80tal,Vem ledde Irak under kriget mot Iran?,Saddam Hussein,Ahmad Hassan al-Bakr,Abdul Rahman Arif,Abdul Salam Arif,
80tal,"Vem sjöng ""Push It""?",Salt-N-Pepa,Janet Jackson,Whitney Houston,Lisa Lisa,
80tal,Vad kallades revolutionen i Tjeckoslovakien?,Sammetsrevolutionen,Rosenrevolutionen,Orangea revolutionen,Cedernrevolutionen,
80tal,Vad hette byn som Three Amigos skulle rädda?,Santa Poco,Santa Maria,Santa Cruz,Santa Barbara,
80tal,Vem misstänktes för Air India Flight 182-bombningen?,Sikh-extremister,Al-Qaeda,Pakistanska terrorister,Tamil Tigers,
80tal,Vad hette serien om en robotmaid?,Small Wonder,Different Strokes,Webster,Punky Brewster,
80tal,Vad hette den polska fackföreningen?,Solidaritet,Solidarność,Solidarity,Solidaridad,
80tal,Vad hette Gyllene Tiders stora hit från 1982?,Sommartider,Det är över nu,Flickorna på TV2,Billy,
80tal,Vad hette huvudkaraktären i Miami Vice?,Sonny Crockett,Ricardo Tubbs,Stan Switek,Gina Calabrese,
80tal,Vilket land bojkottade OS i Los Angeles 1984?,Sovjetunionen,Östtyskland,Cuba,Polen,
80tal,Vilket land sköt ner Korean Air Flight 007?,Sovjetunionen,Nordkorea,Kina,Mongoliet,
80tal,Vad hette planeten i Spaceballs?,Spaceball One,Druidia,Planet Spaceball,Yogurt's Planet,
80tal,"Vem sjöng ""True""?",Spandau Ballet,Duran Duran,Human League,Culture Club,
80tal,Vad hette Tom Hanks första stora film?,Splash,Big,Turner & Hooch,Bachelor Party,
80tal,Vem regisserade The Shining?,Stanley Kubrick,Stephen King,John Carpenter,George Romero,
80tal,Vem regisserade Full Metal Jacket?,Stanley Kubrick,Oliver Stone,Francis Ford Coppola,Michael Cimino,
80tal,Vad hette Ben Johnsons dopingmedel i Seoul 1988?,Stanozolol,Testosteron,Nandrolon,EPO,
80tal,Vad hette den amerikanska försvarsinitiativet under Reagan?,Star Wars,SDI,Strategic Defense Initiative,Space Shield,
80tal,Vem spelade Lucky Day i Three Amigos?,Steve Martin,Chevy Chase,Martin Short,Dan Aykroyd,
80tal,Vem skapade L.A. Law?,Steven Bochco,Dick Wolf,David E. Kelley,Aaron Sorkin,
80tal,Vem regisserade E.T.?,Steven Spielberg,George Lucas,John Hughes,James Cameron,
80tal,Vem regisserade Raiders of the Lost Ark?,Steven Spielberg,George Lucas,John Hughes,James Cameron,
80tal,Vem regisserade The Color Purple?,Steven Spielberg,Spike Lee,Oliver Stone,Sidney Lumet,
80tal,Mellan vilka länder utkämpades Falklandskriget?,Storbritannien och Argentina,Chile och Argentina,Storbritannien och Chile,USA och Argentina,
80tal,Vad hette Bryan Adams hit från 1985?,Summer of '69,Heaven,Run to You,Cuts Like a Knife,
80tal,Vem vann ishockey-VM 1987?,Sverige,Sovjetunionen,Kanada,Finland,
80tal,Vad hette den svenska komediserien med Lasse Åberg?,Sällskapsresan,Åsa-Nisse,Jönssonligan,Pippi Långstrump,
80tal,Vad hette serien med David Hasselhoff som polis?,T.J. Hooker,Knight Rider,Baywatch,The Young and the Restless,
80tal,Vem blev Polens första icke-kommunistiska premiärminister?,Tadeusz Mazowiecki,Lech Wałęsa,Wojciech Jaruzelski,Czesław Kiszczak,
80tal,Vad hette A-has stora genombrott?,Take On Me,The Sun Always Shines on T.V.,Hunting High and Low,Stay on These Roads,
80tal,Vem mördade Rajiv Gandhi?,Tamil Tigers,Sikh-extremister,Pakistanska agenter,Kashmirska rebeller,
80tal,Vem spelade Sam Malone i Cheers?,Ted Danson,Woody Harrelson,George Wendt,John Ratzenberger,
80tal,Vad hette det första spelet till Game Boy?,Tetris,Super Mario Land,Metroid,Zelda,
80tal,Vad hette serien med Bill Cosby?,The Cosby Show,Different Strokes,Webster,Family Ties,
80tal,Vad hette Wayne Gretzkys smeknamn?,The Great One,The Golden Boy,The King,The Master,
80tal,Vad hette serien om en svart familj i New York?,The Jeffersons,Good Times,Sanford and Son,What's Happening,
80tal,Vad hette Princes alter ego i filmen Purple Rain?,The Kid,Purple One,Alexander Nevermind,Christopher Tracy,
80tal,Vad hette den populära dansen från filmen Flashdance?,The Robot,Breakdancing,The Worm,Electric Boogaloo,
80tal,"Vilket svenskt band hade hit med ""Living in America""?",The Sounds,Europe,Roxette,Gyllene Tider,
80tal,Vad hette Arnold Schwarzeneggers karaktär i Terminator?,The Terminator,T-800,Cyberdyne,Skynet,
80tal,Vad hette DeLorean-bilens speciella egenskap?,Tidsmaskin,Flygförmåga,Osynlighet,Teleportering,
80tal,Vad hette filmen Back to the Future på svenska?,Tillbaka till framtiden,Resan till framtiden,Framtidsresan,Tillbaka i tiden,
80tal,Vem gav rösten åt Johnny 5 i Short Circuit?,Tim Blaney,Steve Guttenberg,Ally Sheedy,Austin Pendleton,
80tal,"Vem sjöng ""What's Love Got to Do with It""?",Tina Turner,Whitney Houston,Bonnie Tyler,Pat Benatar,
80tal,Vem regisserade Poltergeist?,Tobe Hooper,Steven Spielberg,John Carpenter,Wes Craven,
80tal,Vem var Bulgariens kommunistledare?,Todor Zjivkov,Georgi Dimitrov,Anton Yugov,Vulko Chervenkov,
80tal,Vem spelade Thomas Magnum?,Tom Selleck,Don Johnson,Richard Dean Anderson,Pierce Brosnan,
80tal,"Vem hade hit med ""Mickey""?",Toni Basil,Cyndi Lauper,Pat Benatar,Joan Jett,
80tal,"Vad hette filmen med ""I feel the need for speed""?",Top Gun,Days of Thunder,Cocktail,Rain Man,
80tal,"Vilket band sjöng ""Africa""?",Toto,Journey,Foreigner,Chicago,
80tal,"Vilket svenskt band hade hit med ""Rock You""?",Treat,220 Volt,Heavy Load,Torch,
80tal,I vilket land inträffade Tjernobylolyckan?,Ukraina,Ryssland,Vitryssland,Sovjetunionen,
80tal,Vilket företag orsakade Bhopal-katastrofen?,Union Carbide,Dow Chemical,DuPont,Monsanto,
80tal,Vad hette Billy Joels hit från 1983?,Uptown Girl,Tell Her About It,Piano Man,We Didn't Start the Fire,
80tal,Vem stödde afghanska mujahidiner?,USA,Pakistan,Saudiarabien,Alla ovanstående,
80tal,"Vem sjöng ""We Are the World""?",USA for Africa,Band Aid,Live Aid,Hear 'n Aid,
80tal,Vem spelade Chris Knight i Real Genius?,Val Kilmer,Matthew Broderick,Anthony Edwards,Gabe Jarret,
80tal,Vad hette Magnus Ugglas hit från 1982?,Varning på stan,Joey Killer,IQ,Kung för en dag,
80tal,Vad hette Wham!s stora hit från 1984?,Wake Me Up Before You Go-Go,Careless Whisper,Last Christmas,Freedom,
80tal,Vem vann NHL:s poängliga flest gånger under 80-talet?,Wayne Gretzky,Mario Lemieux,Mark Messier,Paul Coffey,
80tal,Vad hette serien med Emmanuel Lewis?,Webster,Different Strokes,Punky Brewster,Small Wonder,
80tal,"Vilket band sjöng ""Here I Go Again""?",Whitesnake,Def Leppard,Bon Jovi,Van Halen,
80tal,Vem var NASA:s chef under Challenger-olyckan?,William Graham,James Beggs,Richard Truly,Daniel Goldin,
80tal,Vem var Israels premiärminister under större delen av 80-talet?,Yitzhak Shamir,Menachem Begin,Shimon Peres,Golda Meir,
80tal,Vad hette landet som Prince Akeem kom från?,Zamunda,Wakanda,Genovia,Aldovia,
80tal,"Vad betyder ""glasnost""?",Öppenhet,Omstrukturering,Demokratisering,Liberalisering,
