Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
Växter,Vad kallas världens dyraste krydda?,Saffran,Vanilj,Kardemumma,Kanel
Natur,Vilken öken är världens största?,Sahara,Gobi,Kalahari,Atacama
Djur,Vilket djur har starkast bett i världen?,Saltvattensko­kodil,Vit haj,Grizzlybjörn,Jaguär
Sverige,Vilken nationalpark är störst?,Sarek,Abisko,Stora Sjöfallet,Padjelanta
Sverige,Vilken nationalpark har glaciärer?,Sarek,Abisko,Fulufjället,Tyresta
Djur,Kommer myror att överta världen?,Science fiction,Möjligt,Ja,Pågår
Rekord,Vilken fisk simmar snabbast?,Segelfisk,Tonfisk,Haj,Makrill
Djur,Vilken är världens långsammaste däggdjur?,Sengångare,Sköldpadda,Igelkott,Pungråtta
Rekord,Vilket djur är långsam­mast?,Sen­gångare,Snigel,Havs­anemoner,Korall
Sverige,Vad kallas den svenska flodkräftan?,Signal­kräfta,Edelkräfta,Amerikansk kräfta,Turkisk kräfta
Sverige,Vad kallas den svenska björnpopulationen?,Skandi­navisk brunbjörn,Nordisk björn,Europeisk björn,Arktisk björn
Djur,Vilken är världens starkaste insekt?,Skarabé,Myra,Bi,Getinge
Sverige,Vilken naturtyp tar mest plats?,Skog,Sjöar,Berg,Myrar
Sverige,Påverkar svenskar naturen mest genom?,Skogsbruk,Städer,Jordbruk,Transport
Djur,Vilken fågel bygger största boet?,Skörd­trast,Örn,Stork,Häger
Miljö,Vilken energikälla är renast?,Solenergi,Vindkraft,Vattenkraft,Kärnkraft
Växter,Vilken blomma följer solen?,Solros,Ringblomma,Dahlia,Cosmos
Natur,Vad kallas fenomenet när solen står stilla på himlen?,Sol­stånd,Dag­jämning,Ekliptika,Preces­sion
Natur,Vilket fenomen orsakar norrsken?,Sol­vindar,Månens gravitation,Jordens magnetfält,Vulkaner
Utdöda,Vilket kött­ätare var störst på land?,Spino­saurus,Tyranno­saurus,Giganto­saurus,Carcha­rodonto­saurus
Natur,Vilket hav är djupast?,Stilla havet,Atlanten,Indiska oceanen,Norra ishavet
Miljö,Vilket hav har mest plast?,Stilla havet,Atlanten,Indiska oceanen,Medel­havet
Natur,Vad kallas världens största korallrev?,Stora barriär­revet,Belize barriär­revet,Röda havets rev,Maldivernas rev
Djur,Vilken är världens högsta fågel?,Struts,Emu,Kasuar,Nandu
Rekord,Vilken fågel lägger störst ägg?,Struts,Emu,Kasuar,Nandu
Djur,Vad kallas världens snabbaste fågel på marken?,Struts,Emu,Kasuar,Nandu
Sverige,Vilken fisk är vanligast i Östersjön?,Strömming,Torsk,Lax,Gös
Sverige,Vad kallas den svenska fågel som övervintrar i Afrika?,Sval­or,Gök,Näktergal,Rödhake
Djur,Har zebror vita ränder på svart eller svart på vitt?,Svart på vitt,Vit på svart,Båda,Varierar
Djur,Vad kallas världens farligaste spindel för människor?,Sydamerikansk vandrings­spindel,Svart änka,Rödbent tarantula,Huntsman spindel
Rekord,Vilken orm dödar flest människor?,Såg­huggorm,Kobra,Mamba,Russell's viper
Natur,Vilket träd kan bli äldst?,Tall­gran,Ek,Sekvoja,Baobab
Växter,Vilket träd lever längst?,Tall­gran,Ek,Baobab,Sekvoja
Natur,Vad kallas den process som skapar berg?,Tektonisk aktivitet,Erosion,Sedimentation,Kristalli­sering
Växter,Kan träd leva för evigt?,Teoretiskt,Nej,Ja,Bara vissa
Natur,Existerar parallella universum?,Teoretiskt,Ja,Nej,Bevisat
Växter,Vad kallas processen när växter ger av sig vatten?,Transpiration,Evaporation,Kondensation,Sublimering
Djur,Hur många hjärtan har en bläckfisk?,Tre,Två,Fyra,Fem
Utdöda,När började dinosaurierna leva?,Trias,Jura,Krita,Perm
Rekord,Vad kallas världens snabbaste insekt i flygning?,Trollslända,Bi,Fluga,Fjäril
Utdöda,Vilken dinosaurie hade störst hjärna?,Troodon,Veloci­raptor,Tyranno­saurus,Allo­saurus
Natur,Vad kallas det lager där det mesta vädret uppstår?,Tropo­sfären,Strato­sfären,Meso­sfären,Termo­sfären
Rekord,Vilken orm är kortast?,Trådorm,Sandorm,Dvärg­viper,Blindorm
Djur,Vilket djur har flest ben?,Tusenfoting,Spindel,Kräfta,Skorpion
Djur,Hur många hjärn­halvor har en delfin som kan sova separat?,Två,Fyra,En,Tre
Utdöda,Vilken dinosaurie hade bäst syn?,Tyranno­saurus,Troodon,Veloci­raptor,Allo­saurus
Sverige,Vilken fågel flyttar längst?,Tärna,Stork,Trana,Korp
Rekord,Vilket djur migrerar längst?,Tärna,Val,Karibu,Fjäril
Natur,Vilket land har flest national­parker?,USA,Kanada,Australien,Ryssland
Natur,Vilken tid­zon har flest länder?,UTC+1,UTC+0,UTC+2,UTC-5
Djur,Vilken fisk är världens största?,Valhaj,Vit haj,Jättehummer,Blåtonfisk
Djur,Vilken fågel har längst vingspann?,Vandringsalbatross,Kondor,Pelikan,Flamingo
Sverige,Vilken däggdjur återinfördes?,Varg,Björn,Järv,Lodjur
Miljö,Vilken gas orsakar mest växthuseffekt?,Vattenånga,Koldioxid,Metan,Ozon
Natur,Vilken planet är närmast jorden?,Venus,Mars,Merkurius,Jupiter
Växter,Vilken växt är kött­ätande?,Venus­flug­fälla,Kan­nväxt,Dagg­kåpa,Gal­växt
Växter,Vad kallas världens mest använda spannmål?,Vete,Ris,Majs,Korn
Natur,Vilken kraftkälla driver havs­strömmar?,Vind,Temperatur,Salthet,Månen
Natur,Vad driver havens stora strömmar?,Vind och temperatur,Månens gravitation,Jordens rotation,Salthalter
Växter,Vad kallas världens giftigaste svamp?,Vit stormhatt,Panthermusseron,Dödsklocka,Karbolchampinjon
Sverige,Vad kallas Sveriges vanligaste giftsvamp?,Vit storm­hatt,Panthermusseron,Karbol­champinjon,Gul flug­svamp
Växter,Vilken växt används som natur­ligt antibiotikum?,Vitlök,Ingefära,Ekina­cea,Aloe vera
Växter,Vilken växt är giftgast?,Vit­stormhatt,Röd flyg­svamp,Karbol­svamp,Gul riddar­hatt
Sverige,Vilken sjö är störst?,Vänern,Vättern,Mälaren,Hjälmaren
Natur,Vilken nationalpark är äldst?,Yellowstone,Yosemite,Grand Canyon,Banff
Djur,Hur många ben har en spindel?,Åtta,Sex,Tio,Tolv
Djur,Hur många ögon har de flesta spindlar?,Åtta,Sex,Fyra,Tio
Djur,Vilket djur kan leva längst utan vatten?,Ökenråtta,Kamel,Dromedar,Skorpion
Djur,Vilket djur har starkast syn?,Örn,Hök,Uggla,Falk
