Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
disney,Vad heter den elaka kråkan i Tornerose?,Maleficent,Jafar,Ursula,Cruella
disney,Vilken Disney-film var den första att använda Technicolor?,Snövit och de sju dvärgarna,Pinocchio,Fantasia,Dumbo
disney,Vad heter Emperors New Groove huvudkaraktär?,Kuzco,Pacha,Kronk,Yzma
disney,Vilken Disney-prinsessa har en kameleon som vän?,Rapunzel,Moana,Merida,Elsa
disney,Vad heter Lilo's syster i Lilo & Stitch?,Nani,Kona,Leilani,Mahina
disney,Vilken Disney-film handlar om en robot som städar jorden?,WALL-E,Big Hero 6,Wreck-It Ralph,Bolt
disney,Vad heter Mufasa's bror i Lejonkungen?,Scar,Janja,Kovu,Nuka
disney,"Vilken Disney-karaktär säger ""Just keep swimming""?",Dory,Nemo,Marlin,Bruce
disney,Vad heter Moana's tupp?,Heihei,Pua,Maui,Kakamora
disney,Vilken Disney-film var den första att ha en homosexuell karaktär?,Skönheten och Odjuret (2017),Frozen,Moana,Coco
disney,Vad heter Pinnochio's guldklocka?,Jiminy Cricket,Blue Fairy,Geppetto,Figaro
disney,Vilken Disney-prinsessa har magiska krafter över eld?,Elsa,Anna,Merida,Moana
disney,Vad heter Atlantis huvudkaraktär?,Milo Thatch,Jim Hawkins,Treasure Planet,John Smith
disney,Vilken Disney-film handlar om en superhero-familj?,The Incredibles,Big Hero 6,Wreck-It Ralph,Bolt
disney,Vad heter Cinderella's styvmor?,Lady Tremaine,Drizella,Anastasia,Lucifer
disney,Vilken Disney-karaktär bor i en ananas under havet?,SpongeBob finns inte i Disney,Patrick,Squidward,Mr Krabs
disney,Vad heter Emil i Lönneberga på engelska?,Emil finns inte i Disney,Michel,Astrid,Pippi
disney,Vilken Disney-film handlar om Day of the Dead?,Coco,Moana,Encanto,Luca
disney,Vad heter Merida's häst?,Angus,Maximus,Philippe,Samson
disney,Vilken Disney-karaktär kan förvandla sig till olika djur?,Maui,Genie,Beast,Jafar
disney,Vad heter Miguel's idol i Coco?,Ernesto de la Cruz,Héctor,Dante,Pepita
disney,Vilken Disney-film utspelar sig i Colombia?,Encanto,Coco,Moana,Luca
disney,Vad heter Encanto-familjens hus?,Casita,Casa,Hogar,Familia
disney,Vilken Disney-karaktär har kraften att höra andra tankar?,What's-her-name från Encanto,Dolores,Luisa,Isabella
disney,Vad heter Elsa's slott?,Isslottet,Arendelle Castle,Frozen Palace,Winter Palace
disney,Vilken Disney-film handlar om en pojke som inte vill växa upp?,Peter Pan,Pinocchio,Jungle Book,Alice i Underlandet
disney,Vad heter Captain Hook's skepp?,Jolly Roger,Black Pearl,Flying Dutchman,Queen Anne's Revenge
disney,Vilken Disney-karaktär förvandlas från groda till prins?,Prince Naveen,Prince Eric,Prince Adam,Prince Hans
disney,Vad heter Tiana's bästa vän?,Charlotte,Evangeline,Louis,Ray
disney,Vilken Disney-film var den sista som Walt Disney arbetade på?,Jungle Book,Mary Poppins,101 Dalmatiner,Aristocats
disney,Vad heter Rex i Toy Story?,Rex,Buzz,Woody,Slinky
disney,"Vilken Disney-karaktär säger ""To infinity and beyond""?",Buzz Lightyear,Woody,Rex,Hamm
disney,Vad heter Andy's granne i Toy Story?,Sid,Molly,Hannah,Buster
disney,Vilken Disney-film handlar om en mus som blir kock?,Ratatouille,The Great Mouse Detective,Rescuers,Bernard och Bianca
disney,Vad heter råttan i Ratatouille?,Remy,Emile,Django,Linguini
disney,Vilken Disney-karaktär kan se in i framtiden?,Raven från That's So Raven,Elsa,Merida,Moana
disney,Vilken Disney-film handlar om en bil som hamnar i en liten stad?,Cars,Planes,Bolt,WALL-E
disney,Vad heter huvudkaraktären i Cars?,Lightning McQueen,Mater,Sally,Doc Hudson
disney,Vilken Disney-karaktär blir kär i en bibliotek?,Belle,Jane,Meg,Esmeralda
disney,Vad heter byn där Belle bor?,Franska byn,Villeneuve,Avonlea,Paname
disney,Vilken Disney-film hade premiär 2021?,Encanto,Luca,Raya and the Last Dragon,Cruella
disney,Vad heter draken i Raya and the Last Dragon?,Sisu,Namaari,Boun,Tong
disney,Vilken Disney-karaktär har en hund som heter Dante?,Miguel,Héctor,Ernesto,Abuelita
disney,Vad heter Luca's vän som är en sjömonster?,Alberto,Giulia,Massimo,Ercole
disney,Vilken Disney-film utspelar sig i Italien?,Luca,Pinocchio,Cars 2,Princess and the Frog
disney,Vad heter Turning Red huvudkaraktär?,Mei,Ming,Miriam,Priya
disney,Vilken Disney-karaktär förvandlas till en röd panda?,Mei,Ming,Abby,Tyler
disney,Vad heter Lightyear huvudkaraktär?,Buzz Lightyear,Woody,Rex,Hamm
disney,Vilken Disney-film är en prequel till Toy Story?,Lightyear,Monsters University,Finding Dory,Cars 3
disney,Vad heter Strange World huvudkaraktär?,Searcher Clade,Ethan,Jaeger,Splat
disney,Vilken Disney-film handlar om en familj av utforskare?,Strange World,Atlantis,Treasure Planet,Jungle Cruise
disney,Vad heter Wish huvudkaraktär?,Asha,Star,Magnifico,Sabino
disney,Vilken Disney-film hade premiär 2023?,Wish,Elemental,Spider-Man,Guardians
disney,Vad heter Elemental huvudkaraktär?,Ember,Wade,Cinder,Gale
disney,Vilken Disney-film handlar om element som personer?,Elemental,Inside Out,Soul,Onward
disney,Vad heter Soul huvudkaraktär?,Joe Gardner,22,Dorothea,Paul
disney,Vilken Disney-film handlar om jazz-musik?,Soul,Princess and the Frog,Jungle Book,Aristocats
disney,Vad heter Onward huvudkaraktär?,Ian Lightfoot,Barley,Laurel,Blazey
disney,Vilken Disney-film handlar om alver i modern tid?,Onward,Strange World,Luca,Turning Red
disney,Vad heter Good Dinosaur huvudkaraktär?,Arlo,Spot,Henry,Ida
disney,"Vilken Disney-film ställer frågan ""Vad om asteroiden missade jorden""?",The Good Dinosaur,Dinosaur,Fantasia,Ice Age
disney,Vad heter Finding Dory huvudkaraktär?,Dory,Marlin,Nemo,Hank
disney,Vilken Disney-karaktär lider av minnesförlust?,Dory,Nemo,Marlin,Bruce
disney,Vad heter Coco's riktiga namn?,Socorro,Miguel,Héctor,Imelda
disney,Vilken Disney-film vann Oscar för bästa animerade film 2018?,Coco,Moana,Zootopia,Finding Dory
disney,Vad heter Zootopia huvudkaraktär?,Judy Hopps,Nick Wilde,Chief Bogo,Flash
disney,Vilken Disney-film utspelar sig i en djurstad?,Zootopia,Robin Hood,Jungle Book,Lion King
disney,Vad heter Big Hero 6 huvudkaraktär?,Hiro,Baymax,Tadashi,Aunt Cass
disney,Vilken Disney-film handlar om en pojke och hans robot?,Big Hero 6,WALL-E,Meet the Robinsons,Chicken Little
disney,Vad heter Wreck-It Ralph huvudkaraktär?,Ralph,Vanellope,Fix-It Felix,Sergeant Calhoun
disney,Vilken Disney-film handlar om videospel?,Wreck-It Ralph,Tron,Ready Player One,Free Guy
disney,Vad heter Frozen svenska titel?,Frost,Snödrottningen,Iskristall,Vinterland
disney,Vilken Disney-låt vann Oscar 2014?,Let It Go,Do You Want to Build a Snowman,For the First Time,In Summer
disney,Vad heter Anna's kärlek i Frozen?,Kristoff,Hans,Olaf,Sven
disney,Vilken Disney-karaktär är gjord av snö?,Olaf,Marshmallow,Elsa,Anna
disney,Vad heter Tangled svenska titel?,Rapunzel,Torn,Långa Lockar,Prinsessan
disney,Vilken Disney-prinsessa har världens längsta hår?,Rapunzel,Ariel,Belle,Jasmine
disney,Vad heter Moana svenska titel?,Vaiana,Oceana,Havsprinsessan,Moana
disney,Vilken Disney-film handlar om Polynesisk kultur?,Moana,Lilo & Stitch,Jungle Book,Lion King
disney,Vad heter Ralph Breaks the Internet svenska titel?,Röjar-Ralf kraschar internet,Ralph och internet,Krascha Webben,Digital Kaos
disney,Vilken Disney-film är uppföljaren till Wreck-It Ralph?,Ralph Breaks the Internet,Wreck-It Ralph 2,Sugar Rush,Hero's Duty
disney,Vad heter Toy Story 4 nya karaktär?,Forky,Duke Caboom,Gabby Gabby,Bo Peep
disney,Vilken Disney-karaktär är gjord av sked och gaffel?,Forky,Spork,Knifey,Sporky
disney,Vad heter Incredibles 2 baby?,Jack-Jack,Dash,Violet,Elastigirl
disney,Vilken Disney-karaktär har superkrafter som baby?,Jack-Jack,Dash,Violet,Mr Incredible
disney,Vad heter Cars 3 nya tränare?,Cruz Ramirez,Jackson Storm,Doc Hudson,Sally Carrera
disney,Vilken Disney-film är den tredje i Cars-serien?,Cars 3,Planes,Boats,Trains
