Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
NFL,Vilket lag tradade DeAndre Hopkins till Arizona 2020?,Houston Texans,New England Patriots,Tennessee Titans,Buffalo Bills
NFL,Vilken quarterback startade för Washington när de vann division 2020?,Alex Smith,Dwayne Haskins,Taylor Heinicke,Ryan Fitzpatrick
NFL,Vilket lag draftade Justin Herbert 2020?,Los Angeles Chargers,Carolina Panthers,Miami Dolphins,Detroit Lions
NFL,Vilken head coach vann Super Bowl med Tampa Bay 2021?,Bruce Arians,Todd Bowles,Sean McDermott,Brian Flores
NFL,Vilket lag tradade Carson Wentz från Philadelphia 2021?,Indianapolis Colts,Washington Commanders,Carolina Panthers,Denver Broncos
NFL,Vilken quarterback vann MVP 2020?,Aaron Rodgers,Josh Allen,Patrick Mahomes,Russell Wilson
NFL,Vilket lag fick Hard Knocks 2016 efter många år av vägran?,Los Angeles Rams,Cleveland Browns,Tampa Bay Buccaneers,Jacksonville Jaguars
NFL,Vilken coach tog över New England Patriots efter Bill Belichick 2024?,Jerod Mayo,Josh McDaniels,Matt Patricia,Joe Judge
NFL,Vilket lag tradade Russell Wilson till Denver 2022?,Seattle Seahawks,Green Bay Packers,Indianapolis Colts,Carolina Panthers
NFL,Vilken quarterback blev tradad från Indianapolis till Washington 2022?,Carson Wentz,Matt Ryan,Jacoby Brissett,Nick Foles
NFL,Vilket lag draftade Ja'Marr Chase 2021?,Cincinnati Bengals,Miami Dolphins,Philadelphia Eagles,Detroit Lions
NFL,Vilken wide receiver vann Offensive Rookie of the Year 2020?,Justin Jefferson,CeeDee Lamb,Jerry Jeudy,Henry Ruggs III
NFL,Vilket lag fick första overall pick 2023 och draftade Bryce Young?,Carolina Panthers,Houston Texans,Arizona Cardinals,Indianapolis Colts
NFL,Vilken quarterback blev tradad från Atlanta till Indianapolis 2022?,Matt Ryan,Marcus Mariota,Desmond Ridder,Taylor Heinicke
NFL,Vilket lag vann NFC Championship 2018 och spelade i Super Bowl?,Philadelphia Eagles,Minnesota Vikings,New Orleans Saints,Carolina Panthers
NFL,Vilken head coach fick sparken från Las Vegas Raiders mitt i säsong 2021?,Jon Gruden,Rich Bisaccia,Josh McDaniels,Antonio Pierce
NFL,Vilket lag draftade Micah Parsons 2021?,Dallas Cowboys,Philadelphia Eagles,New York Giants,Washington Commanders
NFL,Vilken running back vann rushing title 2020?,Derrick Henry,Dalvin Cook,Josh Jacobs,Jonathan Taylor
NFL,Vilket lag tradade Amari Cooper från Oakland 2018?,Dallas Cowboys,New England Patriots,Green Bay Packers,Pittsburgh Steelers
NFL,Vilken quarterback pensionerade sig och kom tillbaka samma år 2022?,Tom Brady,Ben Roethlisberger,Philip Rivers,Drew Brees
NFL,Vilket lag fick Johnny Manziel i 2014 draft?,Cleveland Browns,Houston Texans,Jacksonville Jaguars,Tampa Bay Buccaneers
NFL,Vilken defensive player vann Defensive Player of the Year 2021?,T.J. Watt,Aaron Donald,Myles Garrett,Chandler Jones
NFL,Vilket lag spelade i fyra raka AFC Championship games 2017-2020?,Buffalo Bills,Kansas City Chiefs,New England Patriots,Denver Broncos
NFL,Vilken quarterback tog över som starter för Baltimore efter Joe Flacco?,Lamar Jackson,Robert Griffin III,Tyler Huntley,Josh Johnson
NFL,Vilket lag draftade Baker Mayfield 2018?,Cleveland Browns,New York Jets,Arizona Cardinals,Buffalo Bills
NFL,Vilken head coach vann Coach of the Year 2021?,Mike Vrabel,Sean McVay,Mike Tomlin,Kevin Stefanski
NFL,Vilket lag flyttade från Oakland till Las Vegas 2020?,Las Vegas Raiders,Los Angeles Chargers,Los Angeles Rams,Arizona Cardinals
NFL,Vilken wide receiver blev tradad från Houston till Arizona 2020?,DeAndre Hopkins,Will Fuller,Brandin Cooks,Kenny Stills
NFL,Vilket lag draftade Josh Allen 2018?,Buffalo Bills,Arizona Cardinals,New York Jets,Denver Broncos
NFL,Vilken running back vann MVP 2023?,Josh Jacobs,Lamar Jackson,Dak Prescott,Tua Tagovailoa
NFL,Vilket lag hade "28-3" ledning i Super Bowl 51?,Atlanta Falcons,New England Patriots,Pittsburgh Steelers,Denver Broncos
NFL,Vilken quarterback vann Comeback Player of the Year 2020?,Alex Smith,Ryan Tannehill,Joe Burrow,Dak Prescott
NFL,Vilket lag draftade Christian McCaffrey 2017?,Carolina Panthers,San Francisco 49ers,New York Giants,Jacksonville Jaguars
NFL,Vilken head coach tog över Chicago Bears 2022?,Matt Eberflus,Lovie Smith,Marc Trestman,John Fox
NFL,Vilket lag tradade Von Miller till Buffalo 2021?,Denver Broncos,Los Angeles Rams,Tennessee Titans,Kansas City Chiefs
NFL,Vilken quarterback startade playoff-matchen "Minneapolis Miracle" 2018?,Case Keenum,Sam Bradford,Teddy Bridgewater,Kirk Cousins
NFL,Vilket lag vann division med 7-9 record 2020?,Washington Football Team,New York Giants,Dallas Cowboys,Philadelphia Eagles
NFL,Vilken wide receiver gjorde "The Catch" mot Saints i playoffs 2018?,Stefon Diggs,Adam Thielen,Kyle Rudolph,Laquon Treadwell
NFL,Vilket lag draftade Ezekiel Elliott 2016?,Dallas Cowboys,Philadelphia Eagles,New York Giants,Washington Commanders
NFL,Vilken quarterback vann Super Bowl MVP 2021 med Tampa Bay?,Tom Brady,Patrick Mahomes,Aaron Rodgers,Josh Allen
NFL,Vilket lag fick Hard Knocks 2021?,Dallas Cowboys,Indianapolis Colts,Las Vegas Raiders,Tampa Bay Buccaneers
NFL,Vilken head coach vann Super Bowl med Los Angeles Rams 2022?,Sean McVay,Kyle Shanahan,Matt LaFleur,Kevin Stefanski
NFL,Vilket lag draftade Saquon Barkley 2018?,New York Giants,Cleveland Browns,New York Jets,Buffalo Bills
NFL,Vilken quarterback blev tradad från Washington till Minnesota 2018?,Kirk Cousins,Alex Smith,Case Keenum,Josh Johnson
NFL,Vilket lag hade "Double Doink" field goal miss i playoffs 2019?,Chicago Bears,Philadelphia Eagles,Seattle Seahawks,Dallas Cowboys
NFL,Vilken kicker missade den berömda "Double Doink"?,Cody Parkey,Robbie Gould,Cairo Santos,Connor Barth
NFL,Vilket lag draftade Dak Prescott i fjärde rundan 2016?,Dallas Cowboys,Philadelphia Eagles,New York Giants,Washington Commanders
NFL,Vilken quarterback kastade "Minneapolis Miracle" passet 2018?,Case Keenum,Kirk Cousins,Sam Bradford,Teddy Bridgewater
NFL,Vilket lag spelade i "28-3" Super Bowl 2017?,Atlanta Falcons,New England Patriots,Green Bay Packers,Pittsburgh Steelers
NFL,Vilken head coach ledde Atlanta i "28-3" Super Bowl?,Dan Quinn,Arthur Smith,Raheem Morris,Mike Smith
NFL,Vilket lag vann första playoff-seger på 26 år under 2022 säsong?,Jacksonville Jaguars,Detroit Lions,Buffalo Bills,Minnesota Vikings
NFL,Vilken quarterback ledde den största comeback i playoff-historia 2022?,Josh Allen,Patrick Mahomes,Trevor Lawrence,Lamar Jackson
NFL,Vilket lag kom tillbaka från 27-0 under 2023 säsongen?,Minnesota Vikings,Indianapolis Colts,Las Vegas Raiders,Denver Broncos
NFL,Vilken head coach fick sparken efter 0-3 start 2023?,Frank Reich,Nathaniel Hackett,Matt Rhule,Ron Rivera
NFL,Vilket lag draftade Anthony Richardson 2023?,Indianapolis Colts,Houston Texans,Arizona Cardinals,Carolina Panthers
NFL,Vilken quarterback blev benched för rookie under 2023 säsong?,Anthony Richardson,Mac Jones,Zach Wilson,Kenny Pickett
NFL,Vilket lag hade den sämsta defensiven i NFL 2023?,Arizona Cardinals,Chicago Bears,Washington Commanders,Carolina Panthers
NFL,Vilken wide receiver begärde trade från Green Bay 2022?,Davante Adams,Allen Lazard,Valdes-Scantling,Randall Cobb
NFL,Vilket lag tradade Davante Adams till Las Vegas 2022?,Green Bay Packers,Kansas City Chiefs,Buffalo Bills,Miami Dolphins
NFL,Vilken quarterback fick Achilles-skada fyra spel in i 2023 säsongen?,Aaron Rodgers,Joe Burrow,Lamar Jackson,Deshaun Watson
NFL,Vilket lag fick första overall pick 2024 och draftade Caleb Williams?,Chicago Bears,Washington Commanders,New England Patriots,Arizona Cardinals
NFL,Vilken head coach tog över Pittsburgh efter Mike Tomlin (detta hände inte)?,Arthur Smith,Mike Vrabel,Brian Flores,Matt Canada
NFL,Vilket lag fick den yngsta head coach i modern NFL-historia 2023?,Los Angeles Rams,Seattle Seahawks,Atlanta Falcons,Carolina Panthers
NFL,Vilken quarterback vann MVP 2023?,Lamar Jackson,Josh Allen,Dak Prescott,Tua Tagovailoa
NFL,Vilket lag avslutade längsta playoff-torka i NFL 2023?,Buffalo Bills,Detroit Lions,Cleveland Browns,Jacksonville Jaguars
NFL,Vilken running back ledde ligan i rushing 2023?,Josh Jacobs,Derrick Henry,Christian McCaffrey,Saquon Barkley
NFL,Vilket lag spelade hemma i Super Bowl för första gången 2021?,Tampa Bay Buccaneers,Los Angeles Rams,Miami Dolphins,Las Vegas Raiders
NFL,Vilken quarterback hade flest passing yards 2023?,Tua Tagovailoa,Josh Allen,Dak Prescott,Joe Burrow
NFL,Vilket lag hade bäst record i NFC 2023?,San Francisco 49ers,Philadelphia Eagles,Dallas Cowboys,Detroit Lions
NFL,Vilken head coach vann sin första playoff-seger 2023?,Dan Campbell,Kevin Stefanski,Matt LaFleur,Sean McDermott
NFL,Vilket lag eliminerade Buffalo Bills från playoffs 2023?,Kansas City Chiefs,Cincinnati Bengals,Miami Dolphins,Baltimore Ravens
NFL,Vilken rookie quarterback hade flest passing touchdowns 2023?,C.J. Stroud,Bryce Young,Anthony Richardson,Kenny Pickett
NFL,Vilket lag draftade C.J. Stroud 2023?,Houston Texans,Indianapolis Colts,Arizona Cardinals,Carolina Panthers
NFL,Vilken wide receiver vann Offensive Player of the Year 2023?,Tyreek Hill,Stefon Diggs,Cooper Kupp,Davante Adams
NFL,Vilket lag avslutade säsongen med bäst record 2023?,Baltimore Ravens,San Francisco 49ers,Buffalo Bills,Miami Dolphins
NFL,Vilken quarterback kastade flest interceptions 2023?,Sam Howell,Zach Wilson,Mac Jones,Kenny Pickett
NFL,Vilket lag hade sämst record i NFL 2023?,Carolina Panthers,Arizona Cardinals,Washington Commanders,Chicago Bears
NFL,Vilken defensive player ledde i sacks 2023?,T.J. Watt,Myles Garrett,Nick Bosa,Micah Parsons
NFL,Vilket lag vann AFC Championship 2024?,Kansas City Chiefs,Baltimore Ravens,Buffalo Bills,Houston Texans
