Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
starwars,Vad heter det hemliga vapen som förstörde flera planeter i Star Wars Expanded Universe?,World Devastator,Death Star,Starkiller Base,Superlaser
starwars,Vilka är de ursprungliga medlemmarna i Jedi-templet för att utbilda unga jedier?,Yoda,Obi-Wan Kenobi,Mace Windu,Ki-Adi-Mundi
starwars,Vad betyder förkortningen ”AT-AT” i Imperial Walkers?,All Terrain Armored Transport,Advanced Terrain Assault Tank,Armored Tactical Assault Transport,Allied Tactical Attack Transport
starwars,Vem utvecklade ljudet för ljussabelfighterna i originalfilmen?,Ben Burtt,John Williams,George Lucas,Dennis Muren
starwars,Vart ligger Jedi-templet i Star Wars-universumets huvudvärld?,Coruscant,Tatooine,Naboo,Mustafar
starwars,Vilket år lanserades Star Wars-spelserien ”Knights of the Old Republic”?,2003,1999,2006,2010
starwars,Vem är mest känd antagonist i serien ”Star Wars Rebels”?,Grand Admiral Thrawn,Darth Vader,Moff Gideon,Emperor Palpatine
starwars,Vad heter prinsessas Leias adoptivfamilj?,House Organa,House Skywalker,House Solo,House Tano
starwars,Vad heter Luke Skywalkers tvilling, som dyker upp i nyare filmer?,Leia Organa,Kylo Ren,Rey
starwars,I vilken film förstörs The Executor, Darth Vaders flaggskepp?,Return of the Jedi,Empire Strikes Back,A New Hope
starwars,Vem är skaparen av den animerade serien ”Star Wars Resistance”?,Dave Filoni,George Lucas,Jon Favreau,Simon Kinberg
starwars,Vad är det huvudsakliga yrket för karaktären Cara Dune i ”The Mandalorian”?,Former Rebel Shock Trooper,Mercenary,Stormtrooper,Spy
starwars,Vad heter planeten där Mandalorianen först hittar och skyddar Grogu?,Arvala-7,Tatooine,Naboo,Endor
starwars,Vad kallas det mörka riket där Sith-tron funnits?,The Unknown Regions,The Phantom Zone,Dark Dimension,Shadowlands
starwars,Vem var tidigare Sith-lord och Jedi-riddar nämnd i Expanded Universe med namnet Revan?,En legendarisk krigare,En stormtrooper,en jedi-lärling,en kejsare
starwars,Vad heter karaktären som är en cyborg jägare i ”The Mandalorian”?,IG-11,IG-88,Dutch,The Armorer
starwars,Vad heter klonarméns general som ersätter Obi-Wan Kenobi i ”Revenge of the Sith”?,Anakin Skywalker,Kit Fisto,Ahsoka Tano,Commander Cody
starwars,Vad heter byn där Yoda är i exil i ”The Empire Strikes Back”?,Dagobah,Tatooine,Bespin,Alderaan
starwars,Vem tar vid som Jedi-maester efter Yoda?,Luke Skywalker,Mace Windu,Obi-Wan Kenobi,Ahsoka Tano
starwars,Vad heter den senaste filmen i Skywalker-sagan?,The Rise of Skywalker,The Last Jedi,The Force Awakens,The Phantom Menace
starwars,Vem är skaparen av Star Wars-serien ”The Bad Batch”?,Dave Filoni,George Lucas,Simon Kinberg,Jon Favreau
starwars,Vad heter den plan som kallas ”Star Killer” i Star Wars-universumet?,Starkiller Base,Death Star II,Executor,Super Star Destroyer
starwars,Vad kallas det bar som Rey och Finn träffas i ”The Force Awakens”?,Tuanul Village Cantina,Hungarian Cantina,Kessel Cantina,Black Spire Outpost
starwars,Vad heter Yodas speciella träningsteknik som användes av Jedi?,Force Meditation,Force Push,Saber Combat,Force Healing
starwars,Vad är den fullständiga titeln på den första Star Wars-filmen?,Star Wars: Episod IV – Ett nytt hopp,Star Wars: The New Era,Star Wars: The Beginning,Star Wars: A New Hope
starwars,Vilket år hade Episod IV premiär?,1977,1980,1983,1985
starwars,Vem regisserade den första Star Wars-filmen?,George Lucas,Irvin Kershner,Richard Marquand,J.J. Abrams
starwars,Vem spelar Luke Skywalker i filmen?,Mark Hamill,Harrison Ford,David Prowse,Peter Mayhew
starwars,Vem spelar prinsessan Leia?,Carrie Fisher,Kristin Davis,Carrie Smith,Sarah Jessica Parker
starwars,Vilket namn har det stora rymdskeppet som styrs av Imperiet?,Dödsstjärnan,Star Destroyer,TIE Fighter,Millennium Falcon
starwars,Vad heter piloten som räddar Luke Skywalker från TIE Fighters?,Han Solo,Chewbacca,Lando Calrissian,Biggs Darklighter
starwars,Vem spelade Darth Vader i kostym i originalfilmen?,David Prowse,James Earl Jones,Peter Cushing,Anthony Daniels
starwars,Vem gjorde rösten till Darth Vader?,James Earl Jones,David Prowse,Frank Oz,Peter Mayhew
starwars,Vad heter robotarna som R2-D2 och C-3PO?,Astromech och protokolldroid,Astromech och scoutdroid,Protokoll och combatdroid,Scout och combatdroid
starwars,Vad är namnet på planeten där Luke Skywalker bor?,Tatooine,Dagobah,Naboo,Endor
starwars,Varifrån får Leia meddelandet som R2-D2 bär?,Prinsessan Leia,Obi-Wan Kenobi,Han Solo,Chewbacca
starwars,Vad är namnet på Luke Skywalkers far enligt filmen?,Anakin Skywalker,Darth Vader,Han Solo,Obi-Wan Kenobi
starwars,Vad heter kaptenen för rebellflottan som leder attacken mot Dödsstjärnan?,General Dodonna,Leia Organa,Han Solo,Luke Skywalker
starwars,Vad använder Luke Skywalker för att förstöra Dödsstjärnan?,Proton Torpedos,Blasters,Raketer,Ljussabel
starwars,Var tränar Luke Skywalker sina första Jedi-färdigheter?,Obi-Wan Kenobis hus på Tatooine,Dagobah,Coruscant,Naboo
starwars,Vem är Obi-Wan Kenobi i relation till Darth Vader?,Mentor,Hjälte,Vän,Sith-lord
starwars,Vad är namnet på Han Solos skepp?,Millennium Falcon,Slave I,Star Destroyer,TIE Fighter
starwars,Vad heter Wookiee-karaktären som assisterar Han Solo?,Chewbacca,Yoda,Boba Fett,Wedge Antilles
starwars,Vad är imperiets titel på Darth Vaders chef?,Kejsaren,General,Tarkin,Grand Moff
starwars,Vem spelade rollen som greve Tarkin?,Peter Cushing,David Prowse,Anthony Daniels,Peter Mayhew
starwars,Vad använder C-3PO mest i filmen?,Översättning och etikett,Stridsvapen,Flygkontroll,Navigation
starwars,Vad är namnet på planeten där rebellernas bas ligger i filmen?,Yavin 4,Endor,Tatooine,Dagobah
starwars,Vad kallas Luke Skywalkers hemstad på Tatooine?,Mos Eisley,Tatooine City,Anchorhead,Bestine
starwars,Vad heter Obi-Wan Kenobis kända fras om kraften?,”The Force will be with you, always”,”May the Force be with us”,”The Force is strong”
starwars,Vilket företag producerade de specialeffekter som användes i den första Star Wars-filmen?,Industrial Light & Magic,Pixar,ILM,Blue Sky Studios
starwars,Vad heter det exakta koordinatsystemet som rebellerna använde för att träffa Dödsstjärnans sårbarhet?,Yavin-sector grid,Ybyte coordinates,Twi'lek grid,Naboo triangulation
starwars,Vem var piloten som flög X-Wing vid förstörelsen av Dödsstjärnan?,Luke Skywalker,Biggs Darklighter,Han Solo,Wedge Antilles
starwars,Vilket modellnummer har C-3PO i Star Wars, enligt kanon?,3PO-5,3PO-2,3PO-1
starwars,Vem var designern av Darth Vaders hjälm och rustning?,Ralph McQuarrie,George Lucas,John Mollo,Joe Johnston
starwars,Var förstördes Jedi-mästaren Obi-Wan Kenobi av Darth Vader?,Death Star,Mos Eisley,Tatooine,Endor
starwars,Vilket fabrikat och modell är Han Solos pistol?,DL-44 heavy blaster,pistol,EE-3 carbine rifle,CA-87
starwars,Vad är det fullständiga namnet på rebellledaren Wedge?,Wedge Antilles,Wedge Solo,Wedge Starwalker,Wedge Fett
starwars,Vad är namnet på imperiets kapten som dödar Chewbacca i Expanded Universe?,Kapten Piett,Kapten Tarkin,Kapten Panaka,Kapten Veers
starwars,Vem spelade rollen som prinsessan Leia i första filmen?,Carrie Fisher,Sadie Sink,Kristin Davis,Mary Steenburgen
starwars,Vilket ljud användes för att skapa ljudeffekten för ljussabelns surrande?,En mixerblader i hörlurar,En trasig tvättmaskin,En jetsåg,En elektrisk motor
starwars,Vad heter planeten där Leia hålls fången av Darth Vader?,Alderaan,Death Star,Tatooine,Mos Eisley
starwars,Vem fick äran att leverera Darth Vaders andningsljud i första filmen?,James Earl Jones,David Prowse,Frank Oz,Peter Mayhew
starwars,Vad är den exakta titeln på Star Wars första filmposter i USA?,Star Wars Episode IV: A New Hope,Star Wars: The Original Adventure,Star Wars,Star Wars: The Beginning
starwars,Vad heter borgmästaren som förhandlar med Han Solo i Mos Eisley?,Fixer Greedo,Mos Eisley Boss,Mayor Tarkin,Boss Jabba
starwars,Vem regisserade andra Star Wars-filmen utan George Lucas?,Irvin Kershner,Richard Marquand,J.J. Abrams,Lawrence Kasdan
starwars,Vad hette Luke Skywalkers eldstridsvapen innan han fick sin första ljussabel?,Blaster pistol,Proton rifle,Particle cannon,Dual-bladed saber
starwars,Vad är namnet på planeten med snö där rebellerna gömmer sig?,Hoth,Dagobah,Naboo,Tatooine
starwars,Vem var wisetalkern som gav råd till Luke i första filmen?,Obi-Wan Kenobi,Yoda,Qui-Gon Jinn,Palpatine
starwars,Vad heter Särskilda operatörer som tjänar under Darth Vader?,Death Troopers,Stormtroopers,Shadow troopers,Sith Guards
starwars,Vad var det ursprungliga arbetsnamnet på Star Wars under produktionen?,The Star Wars,The Adventures of Luke Starkiller,The Space Pirates,Galactic Wars
starwars,Vilket pilotnummer tilldelas Luke Skywalker i Star Wars?,"Red Five","Blue One","Red Two","Green Four"
starwars,Vem var den första skådespelaren att spela Darth Vader i kostym?,David Prowse,James Earl Jones,Frank Oz,Peter Mayhew
starwars,Vad hette den ursprungliga rollfiguren som Carrie Fisher spelade innan Leia?,Angela,Leia Organa,Mon Mothma,Talia
starwars,Vad heter vapnet som används av rebellernas X-wing piloter?,Proton torped,Particle Blaster,Energy Cannon,Laser Pod
starwars,Vad kallas den vapentyp som TIE-fighters är utrustade med?,Laser cannons,Proton pistols,Energy Ray,Blaster Beam
starwars,Vart går den slutgiltiga striden i The Empire Strikes Back?,Hoth,Yavin,Endor,Naboo
starwars,Vilket år började James Earl Jones spela in röst för Darth Vader?,1976,1977,1978,1979
starwars,Vem var regissören för Star Wars: Episod III – Revansch av Sith?,George Lucas,Irvin Kershner,Richard Marquand,J.J. Abrams
starwars,Vad heter planeten där Anakin Skywalker föds?,Tatooine,Naboo,Corscant,Mustafar
starwars,Vilket ljussabelmönster använder Count Dooku?,Kurvad blad,Vanligt rakt,Glödande tredelat,Dubbelbladigt
starwars,Vad är den exakta titeln på Star Wars: Episod VII?,The Force Awakens,The New Dawn,The Rise of the Jedi,The Awakening of Power
starwars,Vem spelar Supreme Leader Snoke?,Andy Serkis,Max von Sydow,Idris Elba,Gary Oldman
starwars,Vad heter planeten där Luke Skywalker tränar med Yoda?,Dagobah,Naboo,Endor,Tatooine
starwars,Vilken Star Wars-film introducerar karaktären Jyn Erso?,Rogue One,The Force Awakens,The Last Jedi,Solo: A Star Wars Story
starwars,Vem är Yodas röstskådespelare i originaltrilogin?,Frank Oz,Jim Henson,Mel Brooks,Ben Burtt
starwars,Vad heter planeten som Obi-Wan Kenobi går i exil på?,Tatooine,Dagobah,Hashyyk,Naboo
starwars,Vad är fullständigt namn på Han Solos co-pilot?,Chewbacca,C3PO,Dengar,Boba Fett
starwars,Vem regisserade Star Wars: Episod VIII – The Last Jedi?,Rian Johnson,George Lucas,Irvin Kershner,Richard Marquand
starwars,Vem bestämde sig för att spela Anakin Skywalker i prequelfilmerna?,Hayden Christensen,Ewan McGregor,Mark Hamill,Adam Driver
starwars,Vad heter planeten som utgör fiendens bas i filmen Solo: A Star Wars Story?,Kessel,Ryloth,Mimban,Crait
starwars,Vilket år hade Star Wars: Episod I – Det mörka hotet premiär?,1999,1997,2001,2003
starwars,Vilket vapen använder kapten Rex i serierna?,DC-15 blaster,Rocket launcher,Sniper rifle,Electro baton
starwars,Vad heter skurken som Sifo-Dyas varnar för i Star Wars-kanonen?,Darth Sidious,Darth Maul,Count Dooku,General Grievous
starwars,Vem spelar Rey i den senaste Star Wars-trilogin?,Daisy Ridley,Keri Russell,Felicity Jones,Naomi Ackie
starwars,"Vad är Reys ursprung enligt ""The Rise of Skywalker""?",Dotter till Palpatine,Ingen familj,Adopterad,Tatooine-flicka
starwars,Vem var den ursprungliga producenten av Star Wars?,George Lucas,Irvin Kershner,Lawrence Kasdan,J.J. Abrams
starwars,Vad heter ledaren för The First Order?,Supreme Leader Snoke,Grand Moff Tarkin,Emperor Palpatine,Darth Vader
starwars,Vem spelade Obi-Wan Kenobi i prequelserien?,Ewan McGregor,Alec Guinness,Timothy Zahn,Mark Hamill
starwars,Vad heter karaktären som spelar Reys mentor i ”The Last Jedi”?,Luke Skywalker,Obi-Wan Kenobi,Yoda,Mace Windu
starwars,Vilken film innehåller originalscenen där Luke går in i ett Jedi-tempel på Dagobah för första gången?,The Empire Strikes Back,Return of the Jedi,A New Hope,Revenge of the Sith
starwars,Vilken Star Wars-film introducerar BB-8?,The Force Awakens,The Last Jedi,The Rise of Skywalker,Rogue One
starwars,Vem spelar rollen som Lando Calrissian i filmen Solo?,Donald Glover,Harrison Ford,John Boyega,Dwayne Johnson
starwars,Vad är titeln på den första animerade Star Wars-serien?,Star Wars: The Clone Wars,Star Wars Rebels,Star Wars Resistance,Star Wars Droids
starwars,Vilken planet är hem till Mandalorians i Star Wars-universumet?,Mandalore,Corscant,Tatooine,Naboo
starwars,Vad heter Jedi-riddaren som gick över till den mörka sidan och blev Darth Vader?,Anakin Skywalker,Obi-Wan Kenobi,Mace Windu,Count Dooku
starwars,Vem är skaparen av Star Wars?,George Lucas,Irvin Kershner,Richard Marquand,Lawrence Kasdan
starwars,Vem spelar Supreme Leader Kylo Ren?,Adam Driver,Daisy Ridley,John Boyega,Oscar Isaac
starwars,Vad är namnet på imperiets militärskepp som ofta syns i filmerna?,Star Destroyer,Death Star,Executor,Blockade Runner
starwars,Vilken karaktär bär titeln ”The Wise One” i Star Wars?,Yoda,Obi-Wan Kenobi,Mace Windu,Count Dooku
starwars,Vad heter planeten där Anakin och Padmé gifter sig?,Naboo,Tatooine,Corscant,Endor
starwars,Vem är den viktigaste Sith-lorden i Disney-era Star Wars?,Darth Sidious,Darth Vader,Darth Maul,Kylo Ren
starwars,Vad är betydelsen av ”The Force” i Star Wars?,Energi som förbinder allt,Kraftvapen,Ljusets makt,Mörk energi
starwars,Vad heter den sista Jedi-riddaren i Original-trilogin?,Luke Skywalker,Obi-Wan Kenobi,Yoda,Mace Windu
starwars,Vad heter det stora slaget där Dödsstjärnan förstörs?,Battle of Yavin,Battle of Endor,Battle of Hoth,Battle of Coruscant
starwars,Vilken skådespelare gör rösten till Darth Vader?,James Earl Jones,David Prowse,Pete Mayhew,Frank Oz
starwars,Vem är Chewbaccas ägare?,Han Solo,Luke Skywalker,Lando Calrissian,Leia Organa
starwars,Vilken film lanserades efter Disney köpet och var första filmen i nya trilogin?,The Force Awakens,The Last Jedi,Rogue One,The Rise of Skywalker
starwars,Vem skapade Königligheten Yodas karaktär?,Dave Filoni,George Lucas,Frank Oz,Jim Henson
starwars,Vad heter kaptenen för Imperiets stormtrupper?,Captain Phasma,Grand Moff Tarkin,Admiral Piett,General Veers
starwars,Vad är namnet på planeten där finalstriden i ”Return of the Jedi” utspelar sig?,Endor,Tatooine,Naboo,Hoth
starwars,Vem tränar Anakin Skywalker till en Jedi?,Obi-Wan Kenobi,Yoda,Mace Windu,Qui-Gon Jinn
starwars,Vilket år kom Star Wars: Episode IX – The Rise of Skywalker ut?,2019,2017,2018,2020
starwars,Var föddes regissören J.J. Abrams som gjort flera Star Wars-filmer?,New York City,Los Angeles,Chicago,San Francisco
starwars,Vad heter Princess Leias adoptivfar?,Bail Organa,Mon Mothma,Senator Palpatine,Obi-Wan Kenobi
starwars,Vad är namnet på den planet där Luke Skywalker befinner sig i ”The Last Jedi”?,Ahch-To,Dagobah,Naboo,Kashyyyk
starwars,Vad heter spelet i Star Wars-universumet som ofta nämns i böcker och filmer?,Sabacc,Saltball,Dejarik,Holochess
starwars,Vem regisserade Star Wars: Episod III – Revansch av Sith?,George Lucas,Irvin Kershner,Richard Marquand,J.J. Abrams
starwars,Vad heter planeten där Anakin Skywalker föds?,Tatooine,Naboo,Coruscant,Mustafar
starwars,Vilket ljussabelmönster använder Count Dooku?,Kurvad blad,Rakt blad,Glödande tredelat,Dubbelbladigt
starwars,Vad är den exakta titeln på Star Wars: Episod VII?,The Force Awakens,The New Dawn,The Rise of the Jedi,The Awakening of Power
starwars,Vem spelar Supreme Leader Snoke?,Andy Serkis,Max von Sydow,Idris Elba,Gary Oldman
starwars,Vad heter planeten där Luke Skywalker tränar med Yoda?,Dagobah,Naboo,Endor,Tatooine
starwars,Vilken film introducerar karaktären Jyn Erso?,Rogue One,The Force Awakens,The Last Jedi,Solo: A Star Wars Story
starwars,Vem är Yodas röstskådespelare i originaltrilogin?,Frank Oz,Jim Henson,Mel Brooks,Ben Burtt
starwars,Vad heter planeten som Obi-Wan Kenobi går i exil på?,Tatooine,Dagobah,Kashyyyk,Naboo
starwars,Vad är fullständigt namn på Han Solos co-pilot?,Chewbacca,C3PO,Dengar,Boba Fett
starwars,Vem regisserade Star Wars: Episod VIII – The Last Jedi?,Rian Johnson,George Lucas,Irvin Kershner,Richard Marquand
starwars,Vem spelade Anakin Skywalker i prequelfilmerna?,Hayden Christensen,Ewan McGregor,Mark Hamill,Adam Driver
starwars,Vad heter planeten som utgör fiendens bas i filmen Solo: A Star Wars Story?,Kessel,Ryloth,Mimban,Crait
starwars,Vilket år hade Star Wars: Episod I – Det mörka hotet premiär?,1999,1997,2001,2003
starwars,Vad heter klonarméns pilot som även kallas kaptain Rex?,CT-7567,CT-5555,CT-2123,CT-2234
starwars,Vem var Sith som var lärare åt Anakin Skywalker?,Darth Sidious,Count Dooku,Darth Maul,Mace Windu
starwars,Vem spelar Rey i den senaste Star Wars-trilogin?,Daisy Ridley,Keri Russell,Felicity Jones,Naomi Ackie
starwars,Vad är Reys ursprung enligt ”The Rise of Skywalker”?,Dotter till Palpatine,Ingen familj,Adopterad,Tatooine-flicka
starwars,Vem utsågs till chef för Lucasfilm efter Disney-köpet?,Kathleen Kennedy,George Lucas,Shonda Rhimes,Kevin Feige
starwars,Vem spelar Supreme Leader Kylo Ren?,Adam Driver,Daisy Ridley,John Boyega,Oscar Isaac
starwars,Vad heter imperiets militära huvudskepp?,Star Destroyer,Death Star,Executor,Blockade Runner
starwars,Vem är Jedi-mästaren som dör i ”The Empire Strikes Back”?,Obi-Wan Kenobi,Yoda,Mace Windu,Darth Vader
starwars,Vad heter planeten där Anakin och Padmé gifter sig?,Naboo,Tatooine,Coruscant,Endor
starwars,Vart utspelar sig avslutningsslaget i ”Return of the Jedi”?,Endor,Tatooine,Naboo,Hoth
starwars,Vem är rebellalliansens ledare i Star Wars-originalfilmerna?,Leia Organa,Luke Skywalker,Mon Mothma,Han Solo
starwars,Vad heter hjältens vapnenhet som Luke för fram i ”A New Hope” för att förstöra Dödsstjärnan?,X-wing,Starfighter,TIE Fighter,Falcon
starwars,Vem var den ursprungliga röstskådespelaren till Darth Vader?,James Earl Jones,David Prowse,Frank Oz,Peter Mayhew
starwars,Vad heter Han Solos skepp?,Millennium Falcon,Slave I,Star Destroyer,TIE Fighter
starwars,Vem skapade Star Wars?,George Lucas,Irvin Kershner,Richard Marquand,J.J. Abrams
starwars,Vad heter planeten som är hem till Wookiees?,Kashyyyk,Tatooine,Naboo,Hoth
starwars,Vem spelar Obi-Wan Kenobi i prequelfilmerna?,Ewan McGregor,Alec Guinness,Timothy Zahn,Mark Hamill
starwars,Vem är den verkliga balansen i Kraften enligt Star Wars-universumet?,Anakin Skywalker,Luke Skywalker,Yoda,Darth Vader
starwars,Vad kallas det raggiga varelserna som bor på Endor?,Ewoks,Wookies,Togrutas,Gungans
starwars,Vem tränar Luke Skywalker i sin Jedi-träning?,Yoda,Obi-Wan Kenobi,Mace Windu,Ahsoka Tano
starwars,Vad heter den planet där Anakin växer upp?,Tatooine,Naboo,Coruscant,Mustafar
starwars,Vem spelar Lando Calrissian i Solo: A Star Wars Story?,Donald Glover,Harrison Ford,John Boyega,Dwayne Johnson
starwars,Vem regisserade Star Wars: Episod VII – The Force Awakens?,J.J. Abrams,George Lucas,Rian Johnson,Lawrence Kasdan
starwars,Vilket år släpptes Star Wars: Episod IX – The Rise of Skywalker?,2019,2017,2018,2020
starwars,Vad heter spelet som visas i Star Wars-universumet och ofta utspelas med hologram?,Sabacc,Dejarik,Chess,Holochess
starwars,Vad heter stormtrooper-uniformens designer i verkligheten?,Ralph McQuarrie,John Mollo,George Lucas,Joe Johnston
starwars,Vem gav röst åt karaktären BB-8?,Bill Hader,John Boyega,Daisy Ridley,Oscar Isaac
